Title,Genero,Synopsis,Ganó_Emmy,Cantidad_Emmys,Rating,Popularity,Vote Count,Origin Country,First Air Date,In production,Status,Number of Season,Number of Episodes,Episode Duration,Reviews,Has_Reviews
tour of duty,"War & Politics, Drama, Action & Adventure",The trials of a U.S. Army platoon serving in the field during the Vietnam War.,True,1.0,8.048,56.465,157,US,1987-09-24,False,Ended,3,58,60.0,"When I first watched Tour of Duty as a young teen in the early 90s, I was far too preoccupied with Danny Percell's baby blues to take in much else that was going on onscreen.
Now, a little older (though I have my doubts about wiser), and able to function a little more normally even when faced with such sights (seriously though... those eyes!), I would just like to take a moment to comment on what a fantastic character Sgt Zeke Anderson is. He doesn't only hold the platoon together on the show, but does much the same for the show itself too. I have my doubts as to whether the show would be even a tenth as good without his character, or without Terence Knox's excellent performance. As it is, it's a show well worth watching, and worth listening to too, as the soundtrack is fantastic! | This is a wonderful show that in today's view I wish would have gotten a few more seasons. However, sometimes you just got to enjoy what is given to us.

The first season was filmed in Hawaii and gave a more realistic representation of Vietnam, sequential seasons were filmed in California to cut costs and make it easier for production. 

While the first season has more ""in the bush"" footage because of location, the second and third season focus more with ""On Base"" and ""Real World"" issues that the war brought on.

Each character is lovingly detailed and their back story explained. Sometimes you wish you had a little more time with one character or the other in an episode but the following picks up with that character to get a feel for who they are.

Mid season 2 a few new characters are brought in which generally don't mix well with the season 1 vibe. It started to turn to a drama and love story between a few main characters and less on war. Then the next episode was back to war and the tragedies of it.

Thankfully a lot of that is flushed out in season 3 to end on a good note.",True
st. elsewhere,Drama,"St. Elsewhere is an American medical drama television series that originally ran on NBC from October 26, 1982 to May 25, 1988. The series starred Ed Flanders, Norman Lloyd and William Daniels as teaching doctors at a lightly-regarded Boston hospital who gave interns a promising future in making critical medical and life decisions.",True,13.0,5.429,110.301,85,US,1982-10-26,False,Ended,6,137,60.0,No reviews,False
hooperman,"Drama, Comedy",A full-time police detective becomes a part-time landlord when he inherits his murdered landlady's building — along with her ferocious little dog.,True,1.0,6.1,115.458,8,US,1987-09-23,False,Ended,2,42,30.0,No reviews,False
dynasty,"Soap, Drama","The saga of a wealthy Denver family in the oil business: Blake Carrington, the patriarch; Krystle, his former secretary and wife; his children: Adam, lost in childhood after a kidnapping; Fallon, pampered and spoiled; Steven, openly gay; and Amanda, hidden from him by his ex-wife, the conniving Alexis. Most of the show features the conflict between 2 large corporations, Blake's Denver Carrington and Alexis' ColbyCo.",True,2.0,6.5,105.875,115,US,1981-01-12,False,Ended,9,220,46.0,No reviews,False
dynasty,"Drama, Soap","Follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",True,2.0,8.1,97.584,875,US,2017-10-11,False,Canceled,5,108,43.0,No reviews,False
crime story,"Crime, Drama, Action & Adventure, Mystery",The hard-boiled saga of hair-trigger cop Lieutenant Mike Torello and his obsessive pursuit of ruthless gangster Ray Luca.,False,0.0,7.955,85.051,67,US,1986-09-19,False,Canceled,2,43,44.0,No reviews,False
highway to heaven,"Family, Drama, Sci-Fi & Fantasy",A probationary angel is sent back to Earth to team up with an ex-cop and help people.,False,0.0,7.4,80.151,175,US,1984-09-19,False,Ended,5,111,45.0,No reviews,False
dallas,"Soap, Drama, Family","The world's first mega-soap, and one of the most popular ever produced, Dallas had it all. Beautiful women, expensive cars, and men playing Monopoly with real buildings. Famous for one of the best cliffhangers in TV history, as the world asked ""Who shot J.R.?"" A slow-burner to begin with, Dallas hit its stride in the 2nd season, with long storylines and expert character development. Dallas ruled the airwaves in the 1980's.",True,4.0,6.766,135.859,207,US,1978-04-02,False,Ended,14,357,45.0,No reviews,False
"magnum, p.i.","Action & Adventure, Crime, Drama, Mystery","A private investigator who works when he wants, lives in a beachfront estate in Hawaii, drives a posh Ferrari, runs up an unlimited tab at a swank bar, and charms attractive women in peril - that's the lifestyle of Thomas Magnum, aka Magnum, P.I.",True,2.0,7.3,121.047,389,US,1980-12-11,False,Ended,8,162,45.0,"Best show in the 80s!
Magnum is the guy who everybody wants to be, and what every lady wants.

Magnum, P.I. is a feel good TV series everybody to enjoy. | Had it come out in the 90s, Tom Magnum would have been a paranoid character fighting off the nightmares that plague him for all eternity after losing half his men in combat, or being the last man left in his squad.

And had it come out today, he'd be almost perfect, struggling never, with no character development. Stagnate, boring, with no growth to speak of. He'd be right all the time and end each episode political statement... like the New Magnum does.

Instead he was written in the 80s, and he is kind of a mooch, but a charismatic one. He struggles and overcomes, his relationship with his friends grows and evolves, and he deals with Vietnam and flashbacks in a realistic and functioning way.

He is capable of screwing up and fixing his mistakes. He is light and comical and void of an agenda. And he has friends that will unquestioningly follow him into a bar room brawl just because, well, that's what real friends do.

It makes everything fun and relatable, it makes the show more down to earth and realistic that it would have been in following decades. And that goes double when its a story that involves an expensive sports car... which, to make it believable, he doesn't own.",True
miami vice,"Crime, Drama","The story of the Miami Police Department's vice squad and its efforts to end drug trafficking and prostitution, centered on the unlikely partnership of Sonny Crockett and Ricardo Tubbs - who first meet when Tubbs is undercover in a drug cartel.",True,4.0,7.432,91.493,436,US,1984-09-16,False,Ended,5,111,42.0,"They weren't really undercover were they? I'm not saying that they were obvious, but it was more like a couple of cops that dressed and drove around in clothes and cars that would stand out in any crowd.

But who cares, right, the how was all flash and style and it really needed to be. It was a police show that tried to epitomize everything that 80s pop culture thought was cool.

But then it came on when I was 4 and I remember watching the last two seasons live with my parents so there might be a nostalgia component to it. But even then, when people think of the 80s, they think of Miami Vice. That's how they picture they style, it's how they picture the music, and that goes straight to the logo.

It positively stinks of the 80s, and it stinks of all the things that we want to remember about the 80s.

The only way to describe the show then was cool. And now, in 2020, the only way to describe the show today is, well, cool.

It's dated to a decade, it's dated to an era in time and even then the appeal lingers to the present. Not many things can achieve that feeling of dated and appeal at the same time. Miami Vice can, and we still see it's influence reverberating in pop culture today from games like GTA to patroons like Archer, it's spoofed and paid homage to with such regularity that people who never saw the show can recognize it instantly.

The appeal is lasting and the entertainment that came with it outlasted the show by generations.",True
hill street blues,"Drama, Crime",A realistic glimpse into the daily lives of the officers and detectives at an urban police station.,True,26.0,7.6,89.648,107,US,1981-01-15,False,Ended,7,146,49.0,"When I was a little kid it was ""The Chicago Show"" based entirely on an Old Style Beer sign in the opening credits.

What it really should be praised (or shunned for) is introducing the police procedural drama. Only, when you do it first, it's not a really bad thing.

And not only did they do it first, they did it well.",True
kate & allie,"Comedy, Drama, Family","Kate & Allie is an American television situation comedy which ran from March 19, 1984, to May 22, 1989. Kate & Allie first aired on CBS as a midseason replacement series and only six episodes were initially commissioned, but the favorable response from critics and viewers alike easily convinced CBS to commit to a full season in the fall of 1984. The series was created by Sherry Coben.",True,3.0,5.905,98.303,21,US,1984-03-19,False,Ended,6,122,30.0,No reviews,False
fame,Drama,"An American television series originally produced between 1982 and 1987. The show is based on the 1980 motion picture of the same name. With a mixture of drama and music, it followed the lives of the students and faculty at the New York City High School for the Performing Arts. Although fictional, it was based heavily on the actual Fiorello H. LaGuardia High School of Music & Art and Performing Arts in New York. Most interior scenes were filmed in Hollywood, California, and in all seasons but the third, several exterior scenes were shot on location in New York City.

The popularity of the series, particularly in the UK, led to several hit records and live concert tours by the cast. Despite its success, very few of the actors maintained high-profile careers after the series was cancelled. A number of the cast members were seen again briefly in Bring Back...Fame, a reunion special made for British television in 2008.",True,9.0,6.8,133.575,62,US,1982-01-07,False,Ended,6,136,45.0,No reviews,False
the facts of life,"Drama, Comedy","Mrs. Edna Garrett, housemother and dietitian at the Eastland School, teaches a group of girls in her charge how to solve those problems that every teenager has to face.",False,0.0,7.1,65.289,92,US,1979-08-24,False,Ended,9,201,26.0,No reviews,False
amazing stories,"Sci-Fi & Fantasy, Drama, Comedy, Family, Mystery, Crime","A truly amazing, fantastical, science fiction, funny and odd, and sometimes scary, sad and endearing anthology series presented by Steven Spielberg with guest appearances by many famous actors, actresses, and directors.",True,10.0,7.5,66.415,196,US,1985-09-29,False,Ended,2,45,0.0,"Steven Spielberg began his diverse career with television. As his star began to rise above the Hollywood sign, he created AMAZING STORIES, an anthology series not unlike THE TWILIGHT ZONE.  Not surprisingly, this new project debuts just a couple of years after his involvement in the doomed TWILIGHT ZONE movie.  The filmmaker would fluctuate his involvement in the series from directing a couple of episodes to story suggestions and plot ideas. No matter what, his influence is felt throughout the run.

The opportunity to work with Spielberg shook the walls of the movie factory.  Martin Scorsese, Clint Eastwood, Burt Reynolds, Brad Bird and Robert Zemeckis are just a handful of directors who helmed an episode. Kevin Costner, Carrie Fisher, Kiefer Sutherland, Rhea Perlman and Danny Devito appeared in the series amongst another list of hundreds of A-list performers.  John Lithgow took home an Emmy award for his performance in the touching episode THE DOLL.

Since the series is so diverse, each episode should be reviewed on its own merit, as if each was its own unique film.  These reviews would no doubt vary from excellent to weak.  Not surprising from a series that's budgets from complicated war scenes to shots in limited detail studios.

Enjoy the series, and note how many of the stories seem to re-appear as the format for many other films for years to come.",True
amazing stories,"Sci-Fi & Fantasy, Action & Adventure","Each episode transports the audience to worlds of wonder through the lens of today’s most imaginative filmmakers, directors and writers. A reimagining of the original anthology series by Steven Spielberg.",True,10.0,7.356,65.925,421,US,2020-03-06,False,Canceled,1,5,55.0,No reviews,False
knots landing,"Drama, Soap","The domestic adventures, misdeeds and everyday interactions of five families living on a cul-de-sac in a small California community.",True,1.0,6.8,104.814,33,US,1979-12-27,False,Ended,14,344,52.0,No reviews,False
crazy like a fox,"Comedy, Drama","Crazy Like a Fox is an American television series set in San Francisco, California, that aired on CBS from December 30, 1984 to May 3, 1986.",False,0.0,7.1,48.031,7,US,1984-12-30,False,Ended,2,35,60.0,No reviews,False
solid gold,,"Solid Gold was an American syndicated music television series that debuted on September 13, 1980. Like many other shows of its genre, such as American Bandstand, Solid Gold featured musical performances and various other elements such as music videos. What set Solid Gold apart was a group of dancers in revealing costumes who at various points in the program performed various dances to the top ten hits of the week. Many other specials aired in which the dancers would dance to older pop hits as well. Reviews of the show were not always positive, with The New York Times referring to it as ""the pop music show that is its own parody...[enacting] mini-dramas...of covetousness, lust and aerobic toning--routines that typically have a minimal connection with the songs that back them up.""

The series ran until July 23, 1988, and it was usually transmitted on Saturdays in the early evening. In 1986, Solid Gold added the current year to its title, so in the seventh season the show was known as Solid Gold '86/'87. For the eighth and last season the program became known as Solid Gold In Concert, reflecting the addition of more live performances than had previously been featured on the program in the past.",True,3.0,6.0,363.196,3,US,1980-09-13,False,Ended,8,319,60.0,No reviews,False
scarecrow and mrs. king,"Action & Adventure, Drama, Crime","Scarecrow and Mrs. King is an American television series that aired from October 3, 1983, to May 28, 1987 on CBS. The show stars Kate Jackson and Bruce Boxleitner as divorced housewife Amanda King and top-level ""Agency"" operative Lee Stetson who begin a strange association, and eventual romance, after encountering one another in a train station.",True,1.0,6.4,46.006,38,US,1983-10-03,False,Ended,4,88,60.0,"All the stories told in the series have been done before. In fact, there isn't much of the show that is unique to it, right down to the concept, which is a rehash of so many others told before.

However, the lead couple work very well together and that made it a pleasure to watch, even if it was yet another spy/detective/cop comedy/action show on prime time television.

They were a pleasure to watch together and that made for a very addicting chemistry, despite the fact it was a rehash.",True
airwolf,"Action & Adventure, Sci-Fi & Fantasy","As part of a deal with an intelligence agency to look for his missing brother, a renegade pilot goes on missions with an advanced battle helicopter.",True,2.0,7.56,75.774,443,US,1984-01-22,False,Ended,4,80,48.0,"I remember watching it when I was little, it was Knight Rider only with a helicopter that had a lot less personality than Kurt did. And it was like Riptide and MacGyver with less personality.

However it was still a lot of fun for a little boy.",True
silver spoons,Comedy,"Wealthy, young-at-heart business owner Edward Stratton III is stunned to discover his brief marriage several years ago produced a son, Richard Bluedhorn-Stratton, now 12 and standing in Edward's living room, wanting to live with the father he never knew. Although Edward's first impulse is to send Ricky to boarding school, he soon relents and let his son move in with him and Kate, his love-struck secretary.",False,0.0,6.3,101.534,44,US,1982-09-25,False,Ended,5,116,22.0,No reviews,False
remington steele,"Drama, Family, Comedy","Laura Holt, a licensed private detective, opens a detective agency but finds that potential clients refuse to hire a woman, however qualified. To solve the problem, Laura invents a fictitious male superior whom she names Remington Steele. Through a series of events that unfold in the first episode, ""License to Steele,"" a former thief and con man, whose real name is never revealed, assumes the identity of Remington Steele. Behind the scenes, Laura remains firmly in charge.",False,0.0,7.1,64.899,127,US,1982-10-01,False,Ended,5,94,60.0,No reviews,False
"trapper john, m.d.",Drama,"Trapper John, M.D. is an American television medical drama and spin-off of the film MASH, concerning a lovable doctor who became a mentor and father figure in San Francisco, California. The show ran on CBS from September 23, 1979, to September 4, 1986.",False,0.0,6.3,45.614,19,US,1979-09-23,False,Ended,7,151,60.0,No reviews,False
benson,Comedy,A butler deals with life at the governor's mansion.,True,2.0,7.2,85.315,37,US,1979-09-13,False,Ended,7,158,30.0,No reviews,False
three's company,Comedy,"When two single girls, Janet and Chrissy, need a roommate to share their Santa Monica apartment, they decide to offer a room to Jack, a man they find passed out in the bathtub after the going-away party for their last roommate. However, hijinks ensure when Jack must pretend to be gay in order to throw off the scent of the trio's conservative landlady.",True,1.0,7.7,60.939,158,US,1977-03-15,False,Ended,8,171,25.0,No reviews,False
happy days,Comedy,"In 1950s Milwaukee the Cunningham family must contend with Fonzie, a motorcycle riding Casanova.",True,1.0,7.7,73.031,271,US,1974-01-15,False,Ended,11,252,26.0,"This is an inferior version of American Graffiti.
""Happy Days"" was made on the heels of the semi classic film about high school kids in the days of the late fifties and early sixties.
Whereas ""American Graffiti"" had some charm, ""Happy Days"" was totally about ""hatefulness"".
The glorification of hoodlums began early, and despite what anyone involved in the series proclaims, ""Fonzie"" was always meant to be the star. The first season is proof of that.
The entire show was just a means to dehumanize young men who were too blond or pale to be accepted in the seventies, and that is the history of the seventies in the U.S. 
There just isn't anything else in the show. It is supposed to be a comedy, but it's just an exercise in hatefulness and prejudice.",True
aftermash,Comedy,"AfterMASH is an American situation comedy that aired on CBS from September 26, 1983, to December 11, 1984. A spin-off of the series M*A*S*H, the show takes place immediately following the end of the Korean War and chronicles the adventures of three characters from the original series: Colonel Potter, Klinger and Father Mulcahy. M*A*S*H supporting cast-member Kellye Nakahara joined them, albeit off-camera, as the voice of the hospital's public address system. Rosalind Chao rounded out the starring cast as Soon-Lee Klinger, a Korean refugee whom Klinger met, fell in love with and married in the M*A*S*H series finale ""Goodbye, Farewell and Amen.""

AfterMASH premiered in the fall of 1983 in the same Monday night 9:00 P.M. EST. time slot as its predecessor M*A*S*H. It finished 10th out of all network shows for the 1983-1984 season according to Nielsen Media Research television ratings. For its second season CBS moved the show to Tuesday nights at 8:00 EST., opposite NBC's top ten hit The A-Team, and launched a marketing campaign featuring illustrations by Sanford Kossin of Max Klinger in a nurse's uniform, shaving off Mr. T's signature mohawk, theorizing that AfterMASH would take a large portion of The A-Team's audience. The theory, however, was proven wrong. In fact, the exact opposite occurred, as AfterMASH's ratings plummeted to near the bottom of the television rankings and the show was canceled nine episodes into its second season, while The A-Team continued until 1987, with 97 episodes.",False,0.0,5.1,69.807,9,US,1983-09-26,False,Ended,2,31,30.0,No reviews,False
simon & simon,Drama,"Simon & Simon is an American detective television series that originally ran from November 24, 1981 to January 21, 1989. The series was broadcast on CBS and starred Gerald McRaney and Jameson Parker as two brothers who run a private detective agency together.",False,0.0,6.7,117.284,85,US,1981-11-24,False,Ended,8,156,60.0,"Rick or A.J.? I always liked Rick, he reminded me of family. A.J. always kind of reminded me of the family that was never around when you needed them.

But you know what, they were both relatable and exceptional characters to follow in a string of TV shows in the 80s that focused on detectives....I would LOVE to have those back, wouldn't you? Trade in all the police procedural in the world for those.

Anyway, it was mainly forgotten, and that is a shame, because it was a GREAT depiction of how siblings squabble and fight and yet still stick together. It's a bit smarter than people give it credit for, but that doesn't matter because it is endlessly entertaining.",True
the a-team,"Action & Adventure, Comedy, Crime","A fictional group of ex-United States Army Special Forces personnel work as soldiers of fortune while on the run from the Army after being branded as war criminals for a ""crime they didn't commit.""",False,0.0,7.5,148.631,980,US,1983-01-23,False,Ended,5,98,45.0,No reviews,False
the dukes of hazzard,"Action & Adventure, Drama, Comedy, Crime","Cousins Bo and Luke Duke and their car ""General Lee"", assisted by Cousin Daisy and Uncle Jesse, have a running battle with the authorities of Hazzard County (Boss Hogg and Sheriff Coltrane), plus a string of ne'er-do-wells often backed by the scheming Hogg.",False,0.0,7.3,73.445,316,US,1979-01-26,False,Ended,7,147,60.0,No reviews,False
m*a*s*h,"War & Politics, Drama, Comedy","The 4077th Mobile Army Surgical Hospital is stuck in the middle of the Korean war. With little help from the circumstances they find themselves in, they are forced to make their own fun. Fond of practical jokes and revenge, the doctors, nurses, administrators, and soldiers often find ways of making wartime life bearable.",True,13.0,7.91,103.512,666,US,1972-09-17,False,Ended,11,251,25.0,"Before Cheers, M*A*S*H was a long running sitcom that spanned a decade (ironically, was much longer than the war itself).

There were hilarious moments, and there were serious, heart wrenching moments.
We said goodbye to Henry Blake and hello to Sherman Potter, goodbye to Trapper and hello to BJ, and goodbye (and good riddance) to Frank Burns and hello to Charles Winchester. And we had a definite goodbye to Radar.

But there will always be iconic moments from drinking spirits in ""the swamp"" to Klinger in dresses!

M*A*S*H was a truly fantastic and brilliant sitcom.
Glad I got the whole series on boxset DVD! | This Korean War medical team unit is really two shows.
So, it's rated in two parts.
MASH is sort of four different shows. I've read the book. I've seen the movie, and I've seen the two different formats of the TV show.
The book was much like the first show, where Major Burns is a total scapegoat. There's no way to believe that Hawkeye is a god and Burns is responsible for every terrible thing that ever happened. 
That's the book and the Larry Linville portion of the series. Linville himself knew this was a career ending role, and that the character of Burns was ridiculous.
It did make for funny moments, but the same funny moments that Nazis endorsed when they made Jews their scapegoats.
The first part of MASH is simply an instruction manual for choosing a scapegoat. 
When people watch something like this, they aren't concerned with ""reality"". They're being taught a more. The more being taught isn't to blame the creepy guy for creepy things that he does. That's because no one really knows that much about anyone else.
What is being taught, and the writers and directors of all books and TV shows and movies know this, is the surface view. What is being taught in MASH before Stiers is to just pick a scapegoat. That's all. That's the message.
So, even though the slapstick humor is funny, I give the first era of the TV show a 1/10. It's teaching discrimination and hate without a cause. 
During the first portion, the surgical army unit doctors do perform in a realistic setting, so to speak, and that makes it worse, because it can't be laughed away when they teach people to be modern day Nazis looking for the modern day Jew. Totally worse. 
It's also very dated, because it doesn't take into account the date. Being ""dated"" is misunderstood by ""fan boys"". It doesn't mean what they think. They think it means people from 1952 who act like characters from 1953 are dated. They think a character from 1952 should know about eight track tapes, DVDs, Donald Trump, etc. 
Being ""dated"" actually means that someone from 1952 does know about eight track tapes, DVDs, and Donald Trump. That's ""dated"".
That's the problem with MASH. The ""liberal"" from 1952 would be more like Trapper John. He would be the very far left. Hawkeye would be shot as a traitor, no matter how good of a doctor he claimed he was.
Which is another thing. The MASH book and the Linville era of MASH is like listening to Sinbad tell Hindbad of his voyages. You know he's lying. There's no credibility of character.
Now, the later MASH sees the writers realizing what they've done. Stiers as Winchester is the most credible character of the entire series. This is what a doctor in 1952 would be. Also Honeycutt and Potter. The characters became much more credible, though the humor became drier.
The later part of the series was 9/10. There were still some bits of contrived propaganda, but it was much subtler.
The character of Nurse Hot Lips was worse than that of Burns. She was a worse monster than he was. She had no allegiance at all, and couldn't be trusted. She tried to make underlings nervous in a war zone where being nervous could kill or cripple you, and that cannot be an accident from a major. I kept hoping she would be fragged. There is no way you could trust that monster to be on your side.
The character of Father Mulcahy was also out of touch with the era. He was the epitome of ""dated"", being a 1990 liberal preacher in 1942. As far as credibility goes, he was as bad as Burns.
It was later in the series when the four non coms got more notice. There was always Radar and Klinger, but they were extreme polar opposites. The Rizzo and Igor were added, and they were a bit extreme, even for 1942. Still, they gave more of a balance. Especially Igor, although his character should have been written better, since he was the ""moderate"" enlisted man. As a moderate, for instance, he shouldn't have been from the New York-New Jersey area. That was too contrived to please that area.
The ""scapegoat"" era was so corrupt that it took the rating down for this more than just 1 and 9 equals 10 for an average of 5. Thus, it gets a 4/10 rating.",True
happy endings,"Comedy, Drama","A fresh and funny take on modern friendship and what one urban family will do to stay friends after the perfect couple who brought them all together break up on their wedding day. The failed wedding forces them all to question their life choices. Then there are Alex and Dave themselves, who strike a truce and must learn to live with the changes their breakup has brought.",False,0.0,7.0,97.924,185,US,2011-04-13,False,Canceled,3,57,22.0,No reviews,False
"quincy, m.e.","Crime, Drama, Mystery",Los Angeles County medical examiner Quincy routinely engages in police investigations.,False,0.0,7.5,128.802,108,US,1976-10-03,False,Ended,8,148,60.0,No reviews,False
the love boat,"Drama, Comedy","Passengers who search for romantic nights aboard a beautiful ship travelling to tropical or mysterious countries, decide to pass their vacation aboard the ""Love Boat"", where Gopher, Dr. Bricker, Isaac, Julie, and Captain Stubing try their best to please them, and sometimes help them fall in love. Things are not always so easy, but in the end, love wins.",False,0.0,6.3,114.983,181,US,1977-09-24,False,Ended,10,251,48.0,No reviews,False
knight rider,"Action & Adventure, Drama, Sci-Fi & Fantasy, Crime","Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.",False,0.0,7.546,106.819,1285,US,1982-09-26,False,Ended,4,84,48.0,"Yeah, an action-adventure TV show with a car that actually looks like a real car. No way that can be made today...except, you know, Supernatural.

Supernatural has a car that looks like a car doesn't it.

Well, anyway....

I grew up in the 80s, so this was one of the coolest things I had ever seen...along with the A-Team, GI Joe, MTV, Riptide, and a large number of other shows that just blew kids out of the water back then...

...and kids were the real audiance weren't they? I mean, honestly KITT is a talking car. Kids are going to LOVE that. I loved that. I loved watching KITT drive into the back of a Semi-Truck on the open highway. I loved everything about this as a kid.",True
hart to hart,"Action & Adventure, Drama, Crime","Wealthy couple Jonathan and Jennifer Hart, a self-made millionaire and his journalist wife, moonlight as amateur detectives.",False,0.0,6.839,72.402,115,US,1979-09-22,False,Ended,5,110,60.0,No reviews,False
nurse,Drama,"Nurse is an American medical drama that aired on CBS from April 2, 1981 to May 1982. Series star Michael Learned won an Emmy in 1982 for her role on the show.",True,1.0,5.0,45.101,1,US,1981-04-02,False,Ended,2,28,60.0,No reviews,False
lou grant,"Comedy, Drama","The trials of a former television station manager turned newspaper city editor, and his journalist staff.",True,9.0,7.25,148.769,26,US,1977-09-20,False,Ended,5,114,60.0,No reviews,False
barney miller,Comedy,"Barney Miller is an American situation comedy television series set in a New York City police station in Greenwich Village. The series originally was broadcast from January 23, 1975 to May 20, 1982 on ABC. It was created by Danny Arnold and Theodore J. Flicker. Noam Pitlik directed the majority of the episodes.",True,2.0,7.245,264.463,47,US,1975-01-23,False,Ended,8,170,27.5,No reviews,False
the incredible hulk,"Sci-Fi & Fantasy, Action & Adventure, Drama","During an experiment gone bad, radiation turns a scientist into a raging green behemoth whenever he becomes agitated. Unable to control his transformations, David Banner searches for a cure as he crosses the country, fugitive-style, with a dogged tabloid reporter on his trail.",False,0.0,7.216,75.735,450,US,1977-11-04,False,Ended,5,82,50.0,No reviews,False
little house on the prairie,"Western, Drama, Family","Little House on the Prairie is an American Western drama television series, starring Michael Landon, Melissa Gilbert, and Karen Grassle, about a family living on a farm in Walnut Grove, Minnesota, in the 1870s and 1880s.",True,4.0,7.948,106.996,897,US,1974-09-11,False,Ended,9,204,0.0,No reviews,False
the dick cavett show,Talk,The Dick Cavett Show has been the title of several talk shows hosted by Dick Cavett on various television networks.,True,3.0,6.658,99.817,19,US,1968-06-06,False,Ended,11,468,90.0,No reviews,False
soap,"Comedy, Soap, Drama","The antics of a wealthy family, the Tates, and a working-class family, the Campbells, in the fictional town of Dunn's River, Connecticut.",True,4.0,7.283,88.563,60,US,1977-09-13,False,Ended,4,85,45.0,No reviews,False
the flintstones,"Family, Animation, Comedy, Kids","The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles.",False,0.0,7.412,109.617,895,US,1960-09-30,False,Ended,6,166,25.0,No reviews,False
cosmos,Documentary,Famed astrophysicist Neil deGrasse Tyson provides clarity for the vision of the cosmos as he voyages across the universe with never-before-told stories that delve into the scientific concepts of the laws of gravity and the origins of space and time.,True,3.0,8.5,52.456,1545,US,2014-03-09,False,Ended,2,26,60.0,No reviews,False
the rockford files,"Crime, Drama, Mystery","Cranky but likable L.A. PI Jim Rockford pulls no punches (but takes plenty of them). An ex-con sent to the slammer for a crime he didn't commit, Rockford takes on cases others don't want, aided by his tough old man, his lawyer girlfriend and some shady associates from his past.",True,5.0,7.5,125.533,106,US,1974-09-13,False,Ended,6,122,60.0,No reviews,False
mork & mindy,"Comedy, Family",A wacky alien comes to Earth to study its residents and the life of the human woman he boards with is never the same.,False,0.0,7.067,113.161,141,US,1978-09-14,False,Ended,4,95,30.0,No reviews,False
barnaby jones,"Crime, Drama, Mystery","Barnaby Jones is a television detective series starring Buddy Ebsen and Lee Meriwether as father- and daughter-in-law who run a private detective firm in Los Angeles. The show ran on CBS from January 28, 1973 to April 3, 1980, beginning as a midseason replacement. William Conrad guest starred as Frank Cannon of Cannon on the first episode of Barnaby Jones, ""Requiem for a Son"" and the two series had a two-part crossover episode in 1975, ""The Deadly Conspiracy"".",False,0.0,7.0,209.561,26,US,1973-01-28,False,Ended,8,178,46.0,No reviews,False
laverne & shirley,"Comedy, Family","Best friends, roommates, and polar opposites, Laverne DeFazio and Shirley Feeney work together at the Shotz Brewery in Milwaukee and keep each other's spirits up at home.",False,0.0,7.2,154.798,65,US,1976-01-27,False,Ended,8,178,27.5,No reviews,False
the waltons,Drama,The Waltons live their life in a rural Virginia community during the Great Depression and World War II.,True,13.0,7.1,113.067,91,US,1972-09-14,False,Ended,9,210,50.0,No reviews,False
how the west was won,"Western, Drama","The Macahans, a family from Virginia headed by Zeb Macahan, travel across the country to pioneer a new land and a new home in the American West.",True,2.0,6.9,57.617,27,US,1977-02-06,False,Ended,3,28,80.0,No reviews,False
rhoda,Comedy,"Rhoda is an American television sitcom, starring Valerie Harper, which aired 109 episodes over five seasons, from 1974 to 1978. The show was a spin-off of The Mary Tyler Moore Show, in which Harper between the years 1970 and 1974 had played the role of Rhoda Morgenstern, a spunky, weight-conscious, flamboyantly fashioned Jewish neighbor and native New Yorker in the role of Mary Richards' best friend. After four seasons, Rhoda left Minneapolis and returned to her original hometown of New York City. The series is noted for breaking two television records, and was the winner of two Golden Globes and two Emmy Awards.

Rhoda was filmed Friday evenings in front of a live studio audience at CBS Studio Center, Stage 14 in Studio City, Los Angeles, California.",True,2.0,6.2,122.227,25,US,1974-09-09,False,Ended,5,110,30.0,No reviews,False
maude,"Comedy, Drama","Well-educated and upper middle class, Maude Findlay is the archetypal feminist of her generation. She lives in suburban Tuckahoe, New York, with her fourth husband, Walter, their divorced daughter, Carol, and grandson Phillip.",True,1.0,6.7,81.688,31,US,1972-09-12,False,Ended,6,141,30.0,No reviews,False
police story,"Action & Adventure, Crime, Drama","Police Story is an anthology television crime drama. The show was the brainchild of author and former policeman Joseph Wambaugh and represented a major step forward in the realistic depiction of police work and violence on network TV.  Although it was an anthology, there were certain things that all episodes had in common; for instance, the main character in each episode was a police officer. The setting was always Los Angeles and the characters always worked for some branch of the LAPD. Notwithstanding the anthology format, there were recurring characters. Scott Brady appeared in more than a dozen episodes as ""Vinnie,"" a former cop who, upon retirement, had opened a bar catering to police officers, and who acted as a sort of Greek chorus during the run of the series, commenting on the characters and plots.",True,2.0,7.1,84.961,16,US,1973-03-20,False,Ended,6,104,60.0,No reviews,False
